customer_id,car_model,contract_type,tenure_months,service_calls_last_3m,satisfaction_score,monthly_payment,complaint_level,text,churn
1813,Truck Utility,finance,30,3,4,427.84,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
1814,SUV Family,finance,21,3,2,460.72,3,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
1815,EV Compact,lease,10,1,5,623.19,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
1816,Sedan Basic,lease,10,2,2,240.11,0,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1817,Sedan Premium,finance,45,1,1,487.66,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
1818,Sedan Premium,lease,14,1,5,516.02,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1819,Sedan Basic,lease,30,5,3,462.35,0,Customer drives a Sedan Basic. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1820,Sedan Premium,lease,49,3,3,279.18,2,Customer drives a Sedan Premium. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1821,Sedan Premium,lease,53,1,3,272.21,3,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
1822,Truck Utility,finance,16,0,5,411.66,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is financing the car. Customer mentions switching to another brand soon.,1
1823,Sedan Premium,finance,7,2,2,410.82,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,1
1824,EV Compact,subscription,46,0,5,332.87,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,0
1825,Truck Utility,finance,41,1,5,555.0,0,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,0
1826,EV Compact,subscription,20,0,4,351.91,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,0
1827,Sedan Basic,finance,36,4,1,172.76,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1828,EV Compact,subscription,12,3,1,373.11,0,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
1829,SUV Sport,finance,42,1,1,457.63,2,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1830,EV Compact,lease,43,0,4,441.04,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is currently leasing the vehicle.,0
1831,SUV Family,subscription,18,1,2,440.11,3,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1832,EV Compact,lease,28,3,5,579.28,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1833,SUV Sport,lease,20,3,1,266.23,2,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1834,Sedan Basic,lease,2,1,2,349.15,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1835,SUV Family,lease,8,1,2,585.41,0,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
1836,Sedan Basic,lease,57,1,5,163.92,3,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
1837,EV Compact,finance,27,3,1,393.56,2,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1838,Sedan Premium,subscription,9,3,3,547.47,1,Customer drives a Sedan Premium. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract.,1
1839,Sedan Premium,lease,3,3,5,545.68,0,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1840,SUV Sport,finance,21,0,5,479.21,2,Customer did not provide any comments.,0
1841,SUV Family,lease,58,0,5,482.25,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
1842,Sedan Basic,subscription,23,0,4,275.08,3,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,0
1843,Truck Utility,lease,59,0,1,564.78,0,Customer drives a Truck Utility. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
1844,EV Compact,lease,29,1,1,255.99,3,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1845,Truck Utility,finance,46,4,3,263.15,0,Customer drives a Truck Utility. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer expresses loyalty to the brand.,1
1846,SUV Sport,finance,47,2,3,446.54,1,Customer drives a SUV Sport. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car.,0
1847,SUV Family,finance,2,4,3,340.84,1,Customer drives a SUV Family. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
1848,SUV Sport,finance,1,0,1,424.8,0,Customer drives a SUV Sport. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car. Customer expresses loyalty to the brand.,1
1849,SUV Sport,finance,55,0,4,451.69,0,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is financing the car. Customer expresses loyalty to the brand.,0
1850,Sedan Basic,lease,56,1,2,613.37,3,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1851,Sedan Basic,lease,8,1,1,452.05,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1852,Sedan Premium,lease,39,3,5,325.78,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1853,SUV Family,lease,55,3,2,481.18,2,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1854,Sedan Basic,lease,57,2,2,300.19,1,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,0
1855,Sedan Basic,finance,18,2,3,509.58,0,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,0
1856,EV Compact,lease,49,2,5,407.76,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
1857,SUV Family,finance,39,1,5,448.07,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,0
1858,SUV Sport,finance,55,2,1,186.32,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car. Customer expresses loyalty to the brand.,1
1859,SUV Sport,finance,9,2,4,150.0,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car.,0
1860,Truck Utility,finance,36,1,4,219.83,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car.,1
1861,Truck Utility,lease,2,2,5,609.49,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1862,Sedan Premium,lease,22,4,5,262.22,0,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1863,EV Compact,finance,1,0,4,487.88,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is financing the car. Customer expresses loyalty to the brand.,1
1864,SUV Family,finance,27,1,4,322.97,0,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,0
1865,EV Compact,lease,48,1,2,371.2,0,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1866,SUV Family,lease,39,1,5,394.63,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
1867,Sedan Basic,finance,19,2,5,597.25,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,0
1868,Truck Utility,finance,26,2,5,470.14,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,0
1869,Sedan Basic,lease,22,3,5,446.2,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,0
1870,Truck Utility,finance,44,1,4,555.6,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
1871,Sedan Basic,subscription,16,2,5,324.02,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1872,Sedan Premium,lease,6,2,4,528.2,1,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
1873,SUV Sport,subscription,30,5,2,508.16,3,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1874,EV Compact,lease,49,1,1,506.79,0,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
1875,SUV Family,finance,29,3,5,381.4,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,0
1876,Sedan Basic,finance,13,5,3,347.52,1,Customer drives a Sedan Basic. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
1877,Sedan Premium,lease,3,0,5,295.62,1,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,0
1878,EV Compact,subscription,56,1,2,303.14,0,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
1879,Truck Utility,finance,45,4,2,289.96,0,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer expresses loyalty to the brand.,1
1880,Sedan Basic,subscription,10,4,5,444.02,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1881,SUV Family,lease,5,0,3,372.6,3,Customer drives a SUV Family. Customer is neutral about the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1882,Sedan Premium,subscription,8,1,4,451.77,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1883,Sedan Premium,subscription,23,3,2,458.55,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
1884,EV Compact,finance,48,1,4,272.83,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car. Customer mentions switching to another brand soon.,1
1885,SUV Sport,lease,10,2,3,269.23,0,Customer drives a SUV Sport. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1886,Sedan Premium,finance,49,1,5,372.56,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,0
1887,SUV Sport,finance,1,2,3,306.99,2,Customer drives a SUV Sport. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1888,SUV Family,subscription,44,0,1,294.35,3,Customer drives a SUV Family. Customer is very unhappy with the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1889,Sedan Basic,finance,17,2,4,603.48,0,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is financing the car. Customer expresses loyalty to the brand.,0
1890,SUV Family,lease,57,0,5,216.0,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
1891,Sedan Premium,lease,29,0,5,642.77,1,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle.,0
1892,Sedan Premium,finance,16,1,1,434.67,2,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1893,EV Compact,subscription,15,2,5,518.35,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1894,Truck Utility,lease,49,1,2,504.2,2,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1895,Sedan Basic,finance,24,1,5,474.04,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,0
1896,EV Compact,subscription,21,2,4,599.42,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract.,1
1897,SUV Sport,lease,44,3,5,270.11,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,0
1898,EV Compact,lease,32,4,2,381.23,0,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1899,Truck Utility,finance,40,1,4,297.66,2,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1900,SUV Family,finance,27,4,4,196.47,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1901,SUV Sport,lease,4,2,1,320.65,2,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1902,SUV Sport,subscription,1,3,4,624.71,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1903,Truck Utility,finance,3,2,1,379.18,1,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car.,1
1904,Sedan Premium,subscription,34,3,5,638.02,0,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,0
1905,Sedan Premium,subscription,31,1,1,650.3,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1906,Sedan Premium,subscription,45,2,1,759.42,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1907,Sedan Premium,finance,53,2,3,628.66,3,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is financing the car. Customer mentions switching to another brand soon.,1
1908,Sedan Basic,lease,11,1,1,682.98,0,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
1909,Sedan Basic,finance,57,3,1,439.02,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1910,EV Compact,lease,55,3,1,427.4,2,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1911,Sedan Basic,finance,37,3,2,435.38,0,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,1
1912,EV Compact,lease,32,1,3,400.01,3,Customer drives a EV Compact. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1913,Sedan Basic,finance,11,3,1,417.96,3,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
1914,Truck Utility,lease,11,5,1,490.26,1,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,1
1915,Sedan Premium,lease,2,2,4,344.1,2,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1916,SUV Sport,lease,39,2,2,234.69,3,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1917,Sedan Premium,finance,26,1,4,443.63,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
1918,SUV Family,finance,12,5,5,316.86,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
1919,SUV Family,lease,8,2,1,329.29,3,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1920,SUV Sport,subscription,4,0,5,382.87,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1921,SUV Family,subscription,38,2,4,355.34,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1922,SUV Sport,lease,41,3,5,533.21,3,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1923,Truck Utility,finance,38,0,3,379.99,0,Customer drives a Truck Utility. Customer is neutral about the car. No recent service issues or complaints. Customer is financing the car. Customer expresses loyalty to the brand.,0
1924,SUV Family,finance,7,3,1,539.25,2,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1925,SUV Family,lease,3,3,5,424.72,1,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,1
1926,Sedan Basic,finance,7,2,3,389.38,1,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car.,1
1927,SUV Family,lease,45,0,1,418.99,0,Customer drives a SUV Family. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1928,Sedan Basic,subscription,44,0,1,245.0,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1929,Sedan Premium,subscription,18,3,2,440.57,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1930,EV Compact,subscription,4,3,2,501.9,1,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract.,1
1931,Sedan Basic,finance,19,5,3,518.9,2,Customer drives a Sedan Basic. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1932,SUV Family,finance,48,3,3,237.74,1,Customer drives a SUV Family. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car.,1
1933,EV Compact,subscription,9,2,5,217.72,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1934,EV Compact,lease,47,1,5,335.58,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1935,Sedan Basic,lease,28,2,4,566.16,3,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1936,Sedan Basic,finance,9,5,4,426.52,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
1937,SUV Family,lease,56,2,5,307.04,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1938,SUV Sport,lease,31,1,2,225.65,3,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
1939,EV Compact,lease,40,2,3,317.92,0,Customer drives a EV Compact. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1940,Sedan Premium,finance,6,2,4,309.81,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
1941,Sedan Basic,lease,22,1,2,512.27,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1942,Sedan Premium,lease,38,2,5,521.51,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1943,EV Compact,lease,39,1,2,274.01,2,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1944,Sedan Basic,lease,4,0,1,490.38,0,Customer drives a Sedan Basic. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1945,SUV Family,subscription,36,1,2,478.09,2,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1946,Sedan Basic,lease,56,1,5,258.44,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
1947,Sedan Basic,finance,47,4,2,389.94,3,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
1948,EV Compact,finance,13,3,2,440.9,2,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1949,Sedan Basic,lease,54,3,5,419.59,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,0
1950,Sedan Premium,subscription,41,3,1,194.74,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
1951,EV Compact,finance,4,1,1,415.74,1,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car.,1
1952,SUV Sport,finance,8,4,5,476.35,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
